ID,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
273602,450000,2011-01-11 0:00,present,software test engineer,Bangalore,m,6/22/88 0:00,61.86,"hse,board",2007,77.56,scte & vt (diploma),11013,2,B.Tech/B.E.,electronics & telecommunications,72,11013,0,Orissa,2010,365,415,315,0.376059587,315,300,-1,-1,-1,340,-1,0.0464,-0.1232,0.672,0.6498,-1.3934
278760,450000,2004-01-12 0:00,present,software developer,Noida,f,1/8/89 0:00,82.8,cbse,2006,68.8,cbse,4971,2,B.Tech/B.E.,information technology,75.4,4971,0,Uttar Pradesh,2011,455,485,605,0.377551419,375,-1,-1,-1,-1,-1,-1,-0.5719,-1.2153,-0.0537,0.0623,-0.1295
267121,850000,2009-01-11 0:00,present,operations assistant,Noida,m,1/5/89 0:00,83.4,cbse,2007,78,cbse,7564,2,B.Tech/B.E.,information technology,70,7564,0,Haryana,2011,465,475,404,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.881,0.1888,-0.1988,-0.0552,-1.0774
708980,295000,2003-01-15 0:00,present,system administrator,-1,m,8/20/91 0:00,80.64,state board,2009,75.5,state board,277,2,B.Tech/B.E.,civil engineering,65.66,277,1,Karnataka,2013,625,555,485,0.255778194,-1,-1,-1,-1,-1,-1,292,-1.0208,-0.1206,-0.6048,-0.2344,-0.8608
1136067,300000,2006-01-14 0:00,present,automation engineer,-1,m,7/22/90 0:00,81.5,state board,2009,77.2,cbse,5812,2,B.Tech/B.E.,electronics and communication engineering,74.9,5812,1,Rajasthan,2014,455,665,605,0.88162007,-1,420,-1,-1,-1,-1,-1,-0.4463,-0.9531,-1.6807,0.0192,-0.2859
530601,290000,2006-01-14 0:00,present,software engineer,Bangalore,m,11/3/90 0:00,92.3,cbse,2009,87.4,cbse,11759,2,B.Tech/B.E.,information technology,81.89,11759,0,Uttarakhand,2013,345,470,485,0.600057182,435,-1,-1,-1,-1,-1,-1,0.2782,0.5008,-1.0697,0.5323,0.1864
238088,360000,2004-01-12 0:00,present,senior engineer,Bangalore,m,7/24/89 0:00,67,icse,2007,81,karnataka pu,1070,2,B.Tech/B.E.,electronics and communication engineering,60.38,1070,1,Karnataka,2011,545,455,515,0.229481755,455,266,-1,-1,-1,366,-1,-0.5719,-0.7473,-0.1988,0.0623,-1.3934
628271,210000,2008-01-13 0:00,present,production engineer,Navi Mumbai,m,10/25/92 0:00,67,state board,2009,72,state board,429,2,B.Tech/B.E.,mechanical engineering,71.3,429,0,Uttar Pradesh,2013,640,525,400,0.654107475,-1,-1,-1,420,-1,-1,-1,0.7027,-0.0873,-0.0319,0.653,0.167
111273,290000,2009-01-13 0:00,2010-01-14 0:00,research engineer,Pune,m,11/5/88 0:00,89.56,gseb,2006,85,gsheb,992,2,B.Tech/B.E.,electronics and communication engineering,67.45,992,1,Gujarat,2010,485,315,545,0.694479328,345,366,-1,-1,-1,-1,-1,-3.0448,-1.0593,-0.6343,0.7673,0.1864
698914,180000,2011-01-13 0:00,2005-01-13 0:00,quality analyst,Ongole,m,3/30/92 0:00,64,state board,2008,73.2,state board,449,2,B.Tech/B.E.,computer science & engineering,72,449,1,Tamil Nadu,2014,505,450,435,0.413838256,385,-1,-1,-1,-1,-1,-1,1.2772,1.0449,-0.1437,-1.3753,1.0554
231229,730000,2007-01-13 0:00,present,research scientist,Pune ,m,11/15/89 0:00,84.67,0,2006,86.46,0,264,1,B.Tech/B.E.,chemical engineering,85.8,264,1,Rajasthan,2011,545,525,715,-1,-1,-1,-1,-1,-1,-1,-1,-1.3447,-1.0593,0.672,1.0024,-1.7093
913446,370000,2006-01-14 0:00,2004-01-15 0:00,software development engineer,Coimbatore,m,12/24/92 0:00,77.8,state board,2010,85.4,state board,15022,1,B.Tech/B.E.,computer science & engineering,63,15022,0,Tamil Nadu,2014,720,570,515,0.744758354,495,-1,438,-1,-1,-1,-1,0.2718,0.0459,0.1637,1.4136,-2.2021
816649,220000,2010-01-14 0:00,2003-01-15 0:00,field business development associate,New Delhi,m,4/4/92 0:00,71.8,cbse,2010,57.8,cbse,1388,1,B.Tech/B.E.,electronics and communication engineering,73,1388,0,Haryana,2014,545,400,385,0.493596387,405,324,-1,-1,-1,260,-1,-0.7335,-0.6201,0.6248,1.5404,-0.6692
242972,340000,2001-01-13 0:00,2004-01-15 0:00,software engineer,Noida,m,7/3/90 0:00,84.4,cbse,2007,82.2,cbse,55,2,B.Tech/B.E.,electronics and communication engineering,71.1,55,0,Uttar Pradesh,2011,554,605,525,0.538386893,-1,333,-1,-1,-1,500,-1,-0.7264,0.5008,0.8171,-0.1727,0.1864
530146,360000,2006-01-13 0:00,2012-01-14 0:00,management trainee,Hissar,m,7/14/91 0:00,79.8,cbse,2008,78.2,cbse,11759,2,B.Tech/B.E.,mechanical engineering,69,11759,0,Uttarakhand,2013,395,500,455,0.53586282,-1,-1,-1,393,-1,-1,-1,0.3941,0.1888,-0.6343,0.0917,-1.3934
638674,105000,2010-01-14 0:00,2004-01-15 0:00,software engineer,Kochi/Cochin,f,12/14/91 0:00,93,state board,2009,80,state board,6431,2,B.Tech/B.E.,computer science & engineering,72.78,6431,0,Kerala,2013,370,595,370,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.3027,0.5454,-0.6048,-1.6289,0.2889
988486,120000,2008-01-14 0:00,present,system administrator,Noida,f,8/20/93 0:00,62,cbse,2010,53.2,nios,14720,2,B.Tech/B.E.,electronics and communication engineering,61.41,14720,0,Uttar Pradesh,2014,440,470,260,0.053160305,-1,196,-1,-1,-1,-1,-1,-0.8772,-1.6191,-1.6807,-0.3612,-2.9686
1261955,225000,2008-01-14 0:00,2009-01-14 0:00,customer service representative,Noida,m,10/6/93 0:00,82.14,icse,2010,81.26,icse,4971,2,B.Tech/B.E.,computer science & engineering,67.54,4971,0,Uttar Pradesh,2014,665,630,500,0.916869961,555,-1,-1,-1,-1,-1,-1,-1.1644,-0.1206,-1.3733,0.0192,0.0973
82310,500000,2001-01-14 0:00,2002-01-15 0:00,assistant manager,Bangalore,m,7/20/88 0:00,77,icse,2005,63,chse,124,2,B.Tech/B.E.,computer engineering,63,124,0,Orissa,2010,575,415,465,0.735795709,475,-1,-1,-1,-1,-1,-1,-1.6538,0.3448,-0.7794,1.9424,1.2923
38441,300000,2001-01-11 0:00,2011-01-11 0:00,data analyst,Bangalore,m,11/19/84 0:00,62,up board,2002,62,up board,395,2,MCA,computer application,72.02,395,0,Uttar Pradesh,2010,505,445,575,0.864685413,525,-1,-1,-1,-1,-1,-1,0.0464,0.2668,-1.7954,-0.6428,-1.2354
333337,240000,2001-01-12 0:00,2008-01-12 0:00,software developer,-1,m,8/12/89 0:00,63,up board,2006,66,up board,6434,2,B.Tech/B.E.,computer engineering,61.3,6434,0,Uttarakhand,2012,465,575,545,0.3423149,365,-1,-1,-1,-1,-1,-1,0.2782,0.1888,-0.344,0.44423,-0.1295
600608,490000,2009-01-12 0:00,present,senior systems engineer,-1,m,8/8/90 0:00,83,cbse,2008,85,cbse,6874,2,B.Tech/B.E.,computer engineering,67,6874,0,Uttarakhand,2012,605,535,500,0.901489571,545,-1,-1,-1,-1,-1,-1,-0.159,-0.7866,-0.6048,-0.6147,-2.2021
955389,215000,2009-01-14 0:00,2004-01-15 0:00,assistant programmer,New Delhi,f,7/5/92 0:00,80,cbse,2010,66,cbse,12666,2,B.Tech/B.E.,electronics and communication engineering,60.81,12666,0,Uttar Pradesh,2014,275,485,475,0.338786347,-1,292,-1,-1,-1,366,-1,0.5591,-0.7866,0.1637,-0.2344,0.6721
797585,240000,2006-01-13 0:00,2002-01-14 0:00,software engineer,Bangalore ,m,11/14/89 0:00,65,state board,2007,50,state board,7000,2,MCA,computer application,73.14,7000,1,Karnataka,2013,625,495,430,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.8772,-0.6201,-0.4511,0.653,-0.4776
842595,300000,2005-01-14 0:00,2005-01-15 0:00,java software engineer,-1,m,7/4/91 0:00,65,state board,2008,77,state board,14566,2,MCA,computer application,75.6,14566,0,Maharashtra,2014,385,485,310,0.744758354,485,-1,438,-1,-1,-1,-1,-1.1644,-0.9531,-0.2974,-0.7415,-0.4776
385232,180000,2006-01-12 0:00,2003-01-13 0:00,technical support engineer,-1,f,11/12/90 0:00,89.2,cbse,2008,68.8,cbse,100,2,B.Tech/B.E.,computer engineering,69,100,0,Haryana,2012,375,385,394,0.14478989,395,-1,284,-1,-1,-1,-1,-1.0355,0.8128,-0.4891,0.6498,0.3049
800223,330000,2011-01-14 0:00,present,java developer,Bangalore,m,4/17/92 0:00,58.17,rajasthan board,2009,64.31,rajasthan board,12515,2,B.Tech/B.E.,computer science & engineering,65.33,12515,1,Rajasthan,2014,485,315,545,0.14478989,445,-1,284,-1,-1,-1,-1,0.2718,0.2124,-0.1437,0.2727,-0.8608
336937,100000,2006-01-12 0:00,2004-01-14 0:00,cad designer,Coimbatore,m,8/24/90 0:00,70.27,0,2009,85.67,0,3076,2,B.Tech/B.E.,mechatronics,75,3076,0,Tamil Nadu,2012,325,345,405,0.490636956,395,200,-1,383,-1,-1,-1,-0.2628,0.5008,-1.0334,0.88483,-0.4455
1087768,315000,2001-01-15 0:00,present,associate software engineer,New Delhi,m,9/24/92 0:00,83.6,cbse,2010,73.4,cbse,14069,2,B.Tech/B.E.,computer science & engineering,61.8,14069,0,Haryana,2014,525,420,500,0.911395278,465,-1,500,-1,-1,-1,-1,1.4208,1.7109,1.7007,-2.2627,-1.4356
390017,180000,2011-01-12 0:00,2012-01-14 0:00,it support specialist,Bangalore,f,9/3/90 0:00,63,sslc board,2008,61,pu board,10342,2,B.Tech/B.E.,electronics and communication engineering,73,10342,1,Karnataka,2012,355,395,355,0.824666401,-1,400,-1,-1,-1,-1,-1,0.51,0.1888,0.672,0.7967,-0.2875
531480,365000,2010-01-13 0:00,present,systems engineer,Hyderabad,m,12/30/91 0:00,91,board of ssc education andhra pradesh,2009,94.4,board of intmediate education ap,492,2,B.Tech/B.E.,electronics and electrical engineering,82.4,492,1,Telangana,2013,605,475,590,0.995265706,-1,533,-1,-1,-1,-1,-1,-1.1128,0.6568,-0.6343,2.0306,-1.5513
116358,490000,2002-01-11 0:00,present,system engineer,Chennai,m,1/21/89 0:00,87,ssc,2006,90.6,board of intermediate,1141,2,B.Tech/B.E.,information technology,69.04,1141,0,Andhra Pradesh,2010,325,535,505,0.525922584,415,-1,-1,-1,-1,-1,-1,0.6646,0.1888,0.2366,0.0623,0.1864
335328,200000,2007-01-13 0:00,2012-01-14 0:00,service manager,new dehli,m,1/11/91 0:00,76,0,2008,73,0,198,2,B.Tech/B.E.,electronics and communication engineering,64,198,0,Uttar Pradesh,2013,464,405,524,0.229481755,405,266,-1,-1,-1,366,-1,-0.0696,0.5008,-0.6343,-0.26087,-0.9194
450793,200000,2002-01-13 0:00,2002-01-14 0:00,sql developer,BANGALORE ,m,2/20/90 0:00,78.4,0,2008,74.2,0,5026,2,B.Tech/B.E.,information technology,69,5026,0,Orissa,2012,365,535,325,0.81941653,505,-1,-1,-1,-1,-1,-1,-0.2628,0.7348,-1.5776,0.7673,-0.4455
57349,300000,2007-01-11 0:00,2007-01-12 0:00,project engineer,Mumbai,m,1/21/90 0:00,68,0,2006,65,0,3579,2,B.Tech/B.E.,electronics and communication engineering,61,3579,0,Uttar Pradesh,2010,265,395,365,0.0587928,-1,200,-1,-1,-1,-1,-1,-0.4173,0.1888,-1.2148,1.0024,-0.4455
385546,205000,2010-01-12 0:00,2002-01-14 0:00,production engineer,-1,m,1/13/91 0:00,84.8,cbse,2008,81.4,cbse,100,2,B.Tech/B.E.,electronics and communication engineering,83.5,100,0,Haryana,2012,485,585,605,0.376059587,-1,300,-1,-1,-1,233,-1,0.1623,0.0328,-0.344,-1.0541,0.5024
340205,300000,2005-01-14 0:00,present,desktop support technician,new delhi,m,4/7/91 0:00,72,cbse,2008,67,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,61.8,10932,0,Uttar Pradesh,2013,385,395,525,0.824666401,215,400,-1,-1,-1,340,-1,-0.5719,0.5008,-0.0537,1.11983,1.2528
716325,100000,2007-01-13 0:00,2012-01-14 0:00,software engineer,Hyderabad,m,7/5/92 0:00,65,state board,2009,87.9,state board,16397,2,B.Tech/B.E.,computer science & engineering,69.36,16397,0,Andhra Pradesh,2013,405,450,470,0.377551419,375,-1,-1,-1,-1,-1,-1,-0.3027,-1.9521,-0.6048,1.1601,-1.8189
1100767,300000,2008-01-14 0:00,present,software engineer,Chennai,f,8/1/93 0:00,81,state board,2010,87.9,state board,9812,2,B.Tech/B.E.,information technology,72.3,9812,1,Telangana,2014,430,445,345,0.356536488,415,-1,346,-1,-1,-1,-1,1.1336,0.3789,-0.4511,0.0192,0.6721
389358,180000,2007-01-12 0:00,2010-01-13 0:00,software developer,Noida,m,8/17/88 0:00,59.7,bihar school examination board,2005,54,bihar intermediate education council,7557,2,MCA,computer application,82,7557,1,Delhi,2012,445,455,565,0.81941653,505,-1,-1,-1,-1,-1,-1,-1.4992,-0.7473,-0.4891,1.3549,-1.4724
1067015,280000,2007-01-13 0:00,present,software engineer,-1,m,3/17/90 0:00,78,state board,2009,91,state board,11183,2,B.Tech/B.E.,electronics and communication engineering,64.62,11183,1,Telangana,2013,405,425,380,-1,405,-1,346,-1,-1,-1,-1,1.7081,-0.9531,0.1637,-1.6289,-0.8608
1082543,215000,2008-01-14 0:00,2004-01-15 0:00,technical recruiter,Noida,m,1/15/91 0:00,74,icse,2009,66,icse,6814,2,B.Tech/B.E.,electronics & instrumentation eng,62,6814,0,West Bengal,2014,720,400,405,0.600643959,-1,-1,-1,-1,-1,-1,-1,0.1282,0.7119,-0.9122,-1.1218,-0.8608
423045,410000,2005-01-12 0:00,2004-01-15 0:00,software engineer,Noida,m,8/3/89 0:00,91.3,icse,2008,81,isc,184,2,B.Tech/B.E.,computer engineering,80.3,184,0,Uttar Pradesh,2012,595,495,565,0.884122512,535,-1,-1,-1,-1,-1,-1,1.2828,1.7878,-0.3803,0.1798,0.3444
955352,180000,2006-01-14 0:00,present,telecom engineer,Noida,m,12/8/91 0:00,64,cbse,2010,62,cbse,17244,2,B.Tech/B.E.,computer science & engineering,75,17244,0,Uttar Pradesh,2014,345,470,365,0.356536488,435,-1,346,-1,-1,-1,-1,-0.3027,-0.4536,-2.4491,1.0333,-0.2859
48419,650000,2008-01-13 0:00,2004-01-15 0:00,senior software engineer,Bangalore,m,4/3/86 0:00,73,icse,2004,61.5,icse,8287,2,B.Tech/B.E.,computer engineering,75.8,8287,1,West Bengal,2009,495,525,615,0.843123727,515,-1,-1,-1,-1,-1,-1,-1.0355,0.6568,0.0914,0.4148,0.5024
1107633,180000,2007-01-13 0:00,present,php developer,Ambala City,m,12/15/92 0:00,64.4,cbse,2009,79.2,cbse,527,2,B.Tech/B.E.,computer science & engineering,70.14,527,0,Haryana,2013,560,545,595,0.81941653,505,-1,-1,-1,-1,-1,-1,-0.0154,0.3789,0.4711,-0.1076,0.2889
932788,300000,2006-01-14 0:00,present,java developer,Bangalore,f,4/4/92 0:00,89.8,cbse,2010,87.2,cbse,6874,2,B.Tech/B.E.,computer science & engineering,78.12,6874,0,Uttarakhand,2014,475,640,460,0.744758354,545,-1,438,-1,-1,-1,-1,-0.159,-0.7866,-1.0659,-0.7415,-1.244
794062,200000,2006-01-14 0:00,2005-01-15 0:00,jr. software developer,New Delhi,f,3/15/93 0:00,57,state board,2009,73,state board,8346,2,B.Tech/B.E.,computer science & engineering,70.08,8346,0,Uttar Pradesh,2014,500,410,560,0.622642916,385,-1,407,-1,-1,-1,-1,-0.7335,-0.4536,-0.2974,1.4136,0.6721
302743,410000,2002-01-12 0:00,2004-01-15 0:00,qa engineer,Pune,f,11/27/89 0:00,84,maharashtra,2007,71.83,maharashtra,11583,2,B.Tech/B.E.,electronics engineering,61.32,11583,0,Maharashtra,2011,495,535,425,0.0587928,-1,200,-1,-1,-1,-1,-1,-0.881,0.9688,0.5269,-0.9953,0.9763
885459,145000,2005-01-14 0:00,present,mechanical engineer,Karad,m,8/27/92 0:00,93.07,state board,2010,90,state board,17146,2,B.Tech/B.E.,mechanical engineering,66,17146,0,Maharashtra,2014,485,450,455,0.598280692,-1,-1,-1,407,-1,-1,-1,-0.3027,-1.4526,-0.2974,1.2869,-1.4356
432556,155000,2008-01-13 0:00,present,software developer,Lucknow,m,7/1/92 0:00,71,up-board,2008,66,up-board,7162,2,B.Tech/B.E.,computer science & engineering,74.5,7162,0,Uttar Pradesh,2012,325,375,315,0.216785486,325,-1,-1,-1,-1,-1,-1,0.3555,1.2808,-0.0537,-0.6428,0.5419
331779,160000,2005-01-13 0:00,present,software test engineer,Chennai,m,1/26/90 0:00,79.2,state board,2008,86.91,state board,8011,2,B.Tech/B.E.,information technology,70.5,8011,0,Tamil Nadu,2012,315,245,305,0.276047228,345,-1,-1,-1,-1,-1,-1,-1.0355,-2.0733,-1.2511,0.17983,-1.5513
531726,310000,2004-01-14 0:00,2004-01-15 0:00,business intelligence analyst,-1,f,11/15/92 0:00,88.4,ssc,2009,92.9,board of intermediate,492,2,B.Tech/B.E.,electronics and communication engineering,69.37,492,1,Telangana,2013,440,440,545,0.694479328,325,366,-1,-1,-1,393,-1,0.8192,0.6568,0.9623,-0.2902,0.0679
1248250,185000,2010-01-14 0:00,present,java software engineer,Indore,m,9/5/88 0:00,53,state board,2006,49,state board,5807,2,MCA,computer application,78,5807,0,Madhya Pradesh,2013,385,435,320,0.23780284,375,-1,315,-1,-1,-1,-1,0.8463,0.2124,0.9322,0.0192,0.8637
606094,440000,2006-01-13 0:00,2004-01-15 0:00,.net developer,Hyderabad,f,5/14/92 0:00,86,state board,2009,96,state board,8820,2,B.Tech/B.E.,electronics and communication engineering,79.98,8820,1,Telangana,2013,520,610,735,0.0587928,425,200,284,-1,-1,-1,-1,0.1282,-0.832,-1.2056,0.9066,-1.359
425242,180000,2009-01-12 0:00,2010-01-13 0:00,network administrator,Meerut,m,8/22/89 0:00,71,cbse,2007,74.2,cbse,13543,2,B.Tech/B.E.,information technology,61.1,13543,0,Uttar Pradesh,2012,515,485,445,0.190153406,315,-1,-1,-1,-1,-1,-1,-2.4266,-1.8393,-1.2511,-0.6428,-2.9731
1039020,310000,2006-01-14 0:00,present,software engineer,Hyderabad,m,9/9/92 0:00,79.9,state board,2009,89.4,state board,11090,2,B.Tech/B.E.,electronics and communication engineering,77.15,11090,1,Telangana,2013,385,510,585,-1,355,-1,438,-1,-1,-1,-1,-0.159,0.5454,0.4711,-0.1076,0.8637
775902,390000,2001-01-14 0:00,2004-01-15 0:00,software engineer,Gurgaon,m,9/30/91 0:00,89.6,cbse,2009,86.2,cbse,505,2,B.Tech/B.E.,computer science & engineering,85,505,0,Orissa,2013,615,605,575,0.842248322,545,-1,469,-1,-1,-1,-1,-0.159,0.7119,0.9322,-0.7415,0.2889
1037712,240000,2008-01-13 0:00,2001-01-14 0:00,web developer,Kolkata,m,7/10/92 0:00,77,state board,2009,69,state board,4979,2,B.Tech/B.E.,electronics and communication engineering,84.1,4979,0,West Bengal,2013,490,590,655,-1,385,-1,-1,-1,-1,-1,-1,0.5591,0.7119,0.4711,-1.6289,0.6721
230702,700000,2007-01-11 0:00,2009-01-14 0:00,planning engineer,Rajpura,m,12/27/87 0:00,84.2,0,2006,69.2,0,64,2,B.Tech/B.E.,civil engineering,65,64,0,Uttar Pradesh,2011,475,635,595,0.904740692,-1,-1,-1,-1,-1,-1,460,-1.3447,0.0328,-2.3759,-0.9953,0.3444
644440,110000,2009-01-13 0:00,2007-01-14 0:00,ui developer,Pondicherry,m,8/7/91 0:00,84.2,state board,2009,81.25,state board,13371,2,B.Tech/B.E.,computer science & engineering,75,13371,0,Union Territory,2013,285,425,455,0.563267824,425,-1,-1,-1,-1,-1,-1,0.4155,-0.7866,-0.4511,1.0333,-0.8608
509245,200000,2008-01-13 0:00,present,research engineer,Pilani,m,10/3/90 0:00,74.33,rajasthan board of secondary education,2008,82.2,central board of secondary education,4948,2,B.Tech/B.E.,electronics and communication engineering,77.75,4948,1,Rajasthan,2012,380,520,545,0.960603252,-1,466,-1,-1,-1,-1,-1,0.7419,0.6568,-0.4891,0.2679,-0.7615
737374,240000,2012-01-14 0:00,2012-01-15 0:00,technical engineer,New Delhi,m,6/7/91 0:00,65,state board,2009,68,state board,9430,2,B.Tech/B.E.,electronics & telecommunications,65.26,9430,0,Uttarakhand,2013,495,535,715,0.493596387,455,324,-1,-1,-1,-1,-1,-0.4463,0.0459,-0.7585,-1.6289,-0.0943
793156,325000,2008-01-14 0:00,present,software developer,Pune,m,7/2/90 0:00,85.33,state board,2008,54.83,state board,5111,2,MCA,computer application,80.9,5111,0,Maharashtra,2014,465,630,575,0.843123727,515,-1,-1,-1,-1,-1,-1,-0.5899,0.7119,0.4711,-0.6147,1.4386
224873,450000,2010-01-12 0:00,present,system engineer,mumbai,m,3/15/90 0:00,89.6,karnataka state board,2008,67,karnataka pre-university board,5086,2,B.Tech/B.E.,electronics and communication engineering,75.37,5086,0,Karnataka,2012,615,595,554,0.998680246,-1,566,-1,-1,-1,-1,-1,-1.6538,0.1888,-1.0697,0.4148,-0.2875
1068919,250000,2005-01-14 0:00,present,web developer,Bangalore,m,3/30/91 0:00,64.5,state board,2008,85.5,state board,11633,2,B.Tech/B.E.,electronics and communication engineering,65.21,11633,0,Andhra Pradesh,2012,265,360,525,0.112139438,375,228,-1,-1,-1,-1,-1,-1.1644,-0.6201,0.01,-0.2344,-0.2859
469012,360000,2005-01-13 0:00,2001-01-15 0:00,software engineer,Bangalore,f,9/30/90 0:00,81,cbse,2008,75.6,cbse,8143,2,B.Tech/B.E.,computer engineering,73.86,8143,0,Uttar Pradesh,2012,425,355,535,0.793580615,495,-1,-1,-1,-1,-1,-1,0.0464,0.3448,-0.344,0.6204,0.3444
1233826,330000,2006-01-15 0:00,present,technical engineer,pune,m,1/24/93 0:00,76,state board,2009,89.8,state board,272,2,B.Tech/B.E.,computer science & engineering,62,272,0,Punjab,2015,595,530,630,-1,-1,-1,-1,-1,-1,-1,-1,0.5591,0.7119,0.01,-0.2344,0.8637
1092890,310000,2004-01-14 0:00,present,software engineer,Navi Mumbai,m,6/20/92 0:00,82.8,state board,2009,89.2,state board,8128,2,B.Tech/B.E.,electronics and communication engineering,75,8128,0,Tamil Nadu,2013,405,395,500,0.88162007,705,420,-1,-1,-1,-1,-1,-0.3027,-0.1206,0.3174,-0.3612,-0.2859
143926,500000,2002-01-12 0:00,present,senior systems engineer,Pune,f,12/7/89 0:00,81,cbse,2007,77,cbse,527,2,B.Tech/B.E.,electronics and communication engineering,77,527,0,Haryana,2011,505,475,505,0.124502074,385,233,-1,-1,-1,-1,-1,-0.1082,-0.4353,-0.6343,0.7673,1.2923
1044603,180000,2003-01-15 0:00,2005-01-15 0:00,help desk analyst,Noida,m,11/30/92 0:00,68.2,cbse,2010,76.4,cbse,13,1,B.Tech/B.E.,electronics and communication engineering,69,13,1,Delhi,2014,650,445,475,0.649389715,435,356,407,-1,-1,-1,-1,-1.1644,0.2124,-0.2974,0.0192,-1.0524
755067,335000,2008-01-13 0:00,present,programmer analyst,-1,m,5/20/90 0:00,66.85,state board,2008,59.11,state board,1906,2,B.Tech/B.E.,information technology,82.1,1906,1,West Bengal,2013,520,660,620,0.793580615,495,-1,-1,-1,-1,-1,-1,0.2718,-0.1206,-1.2196,-0.3612,-0.6692
